message;sha
[TABLE SERVICE] start table service as an extra component of bookie--Descriptions of the changes in this PR:--*Motivation*--table service was built over bookkeeper ledgers. it is an extension to bookies' functionalities, so it is much convenient to start the service as one additional component with bookie, just like how we start `AutoRecovery` along with bookie.--*Solution*--- include `stream/server` module as part of bookkeeper server/all binary distributions-- abstract `StorageServer` to allow controlling whether to start bookie or not-- provide a ServerLifecycleComponent of `StorageServer`, so it can be used as an extra component of bookie--*Tests*--- improve the integration tests to start table service as part of bookie containers-- move `LocationClientTest` to container based integration tests--Master Issue: #1205--Author: Sijie Guo <sijie@apache.org>--Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Jia Zhai <None>--This closes #1422 from sijie/start_table_service;f4e234439ef45bdedb244bc2375e2f9d0426c20c
BP-14 WriteFlag DEFERRED_SYNC Client Side Implementation--Introduce implementation of WriteFlag#DEFERRED_SYNC on LedgerHandle (purely client-side).--Tests are only on the client-side (with Mockito), there is no implementation on the bookie side. Most significant tests will come with the force() API, at this point we can only test that we have not broken the LAC advance mechanism.--Author: Enrico Olivelli <eolivelli@apache.org>--Reviewers: Sijie Guo <sijie@apache.org>, Venkateswararao Jujjuri (JV)--This closes #853 from eolivelli/bp14-deferred-force-write-client-side;9655943e6be5ac86060134c16ec24d6f0c822f56
Allow bookie to start if failed to load extra server components--Descriptions of the changes in this PR:--*Motivation*--`extraServerComponents` provides the flexibility to allow bookie to start with extra server components.-It acts as a plugin mechanism to extend the functionality of bookies. However it is okay to allow bookie-start up when failed to load extra server components.--This is a change for allowing starting table service as extra components in bookies.--*Solution*--Catch the exception and log it when failed to load extra server components.--Author: Sijie Guo <sijie@apache.org>--Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Jia Zhai <None>--This closes #1420 from sijie/allow_start_bookie;c8bcecc3fb38932a2e6444d5362ad1d82ee630af
Build stream modules for integration tests--Descriptions of the changes in this PR:--*Motivation*--apache/bookkeeper#1422 adds table service as part of integration tests. so we need to build stream modules-in order to run integration tests for apache/bookkeeper#1422--*Solution*--Add "-Dstream" in the maven commands for `precommit-integrationtests` CI job.--Author: Sijie Guo <sijie@apache.org>--Reviewers: Jia Zhai <None>--This closes #1424 from sijie/compile_stream_module;445347cdc82aef61104bb8afced6b333bfc041b9
Provide a util method to run functions with metadata client driver--Descriptions of the changes in this PR:--*Motivation*--Currently `MetadataDrivers` provides util methods to run functions with metadata bookie driver.-It is convinient to provide a util method to run functions with metadata client driver as well.--*Solution*--Provide a util method `runFunctionWithMetadataClientDriver` to run functions with metadata client driver.--Author: Sijie Guo <sijie@apache.org>--Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Jia Zhai <None>--This closes #1421 from sijie/utils_to_run_client_driver;f6778ab7c1424bc5d71b6b52337649c0b06ae669
Fix dev/check-binary-license on macOS--Descriptions of the changes in this PR:--*Motivation*--`dev/check-binary-license` is used for checking whether LICENSE files are updated to reflect the dependencies included in the distribution packages.-However this script doesn't work on macOS, which makes the development on macOS inconvinient.--*Solution*--The change removes `--wildcards` from tar command. The option only works on linux machines.--Author: Sijie Guo <sijie@apache.org>--Reviewers: Jia Zhai <None>--This closes #1418 from sijie/fix_check_license_script_master;44259ab273589c1ec5d04c7e8653d21d443da34e
Issue #570: EntryLogManagerForEntryLogPerLedger implementation--Descriptions of the changes in this PR:--This is < sub-task6  > of Issue #570--introducing EntryLogManagerForEntryLogPerLedger, which is the-implementation of EntryLogManager for entrylog per ledger-feature.--Master Issue: #570--Author: cguttapalem <cguttapalem@salesforce.com>--Reviewers: Andrey Yegorov <None>, Sijie Guo <sijie@apache.org>--This closes #1391 from reddycharan/entrylogmanagerentrylogperledger, closes #570;916cd6655a70407e8c251c74814543ba1dbcf026
Provide zookeeper startup script--Descriptions of the changes in this PR:--*Motivation*--ZooKeeper is a dependency of bookkeeper shipped along with bookkeeper dist package. However we never provide any script to startup zookeeper in the bookkeeper binary package and never test the zookeeper version shipped along with bookkeeper--*Solution*--- add zookeeper in `bin/bookeeper` scripts to start zookeeper using bookkeeper scripts-- refactor bookkeeper docker scripts to start bookie/zookeeper/standalone-- use zk adminPort for health check, since 4letters commands are explicitly disabled at 3.5--*Tests*--Existing integration tests test the docker scripts and the bash script changes to start zookeeper.--Author: Sijie Guo <sijie@apache.org>--Reviewers: Enrico Olivelli <eolivelli@gmail.com>--This closes #1416 from sijie/package_zookeeper;0fd1f4f81ff9acf3ab6776a8afc5f3673b786a2d
Bookies should be from different racks in a Writequorum.--Descriptions of the changes in this PR:--Ideally RackAwareEnsemblePlacementPolicy should try to select-bookies from different racks for a write quorum. So in a-WriteQuorum, bookies should be from WriteQuorum number of racks,-provided there are sufficient number of available racks and-bookies.--Author: cguttapalem <cguttapalem@salesforce.com>--Reviewers: Sijie Guo <sijie@apache.org>--This closes #1397 from reddycharan/configracks;9ba4c4e0d8be770e03110a958fb8b75a65ae0f59
Add a docker based `BookKeeperClusterTestBase` for failure related integration tests--Descriptions of the changes in this PR:--*Motivation*--Currently we don't have any failure related testing for table service. Since we are using docker as the integration testing infrastructure,-It is better to use container for those failure testings, rather than going down the path as what we did before.--*Solution*--This change provides the basic test base for bookkeeper cluster using dockers. `BookKeeperClusterTestBase` provides the similar functionalities-to start/stop bookies as what we did in the unit test.--`bookkeeper/tests/containers` in `integration-tests-topologies` provides all the basic containers used for testing.-`tests/integration/cluster` and `tests/integration/topologies` provides the test base for writing tests using dockerized bookkeeper cluster.--Author: Sijie Guo <sijie@apache.org>--Reviewers: Enrico Olivelli <eolivelli@gmail.com>--This closes #1412 from sijie/docker_cluster_dev;5bdfbf6a673b69a9027f85ad4e82c427d41646be
Add a test docker image for current version only--Descriptions of the changes in this PR:--*Motivation*--The current test images don't use any scripts that shipped with official docker image.-We basically don't have any test coverage on the official docker image we shipped for each release.--*Solution*--Introduce a `bookkeeper-current` image representing an image for latest master.--Use `apachebookkeeper/all-versions-image` for BC tests, use `apachebookkeeper/bookkeeper-current` as tests only needs latest master image.--Add an integration test to test standalone mode using the `bookkeeper-current` image--Author: Sijie Guo <sijie@apache.org>--Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Jia Zhai <None>--This closes #1408 from sijie/docker_dev;2414ce0526f64663d6ceab1b642862ff6f8eb1fa
Issue #1405: ReplicationWorker should back-off retrying.--Descriptions of the changes in this PR:--ReplicationWorker should backoff replication-after threshold number of replication failures of a ledger.--Currently ReplicationWorker will do busy retrials if-replication is failed for a ledger, instead it should-backoff if replication had failed for threshold-number of times. This can be done by deferring-releasing of underreplicated lock by-'lockReleaseOfFailedLedgerGracePeriod' amount-of time.--Master Issue: #1405--Author: cguttapalem <cguttapalem@salesforce.com>--Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Jia Zhai <None>, Sijie Guo <sijie@apache.org>--This closes #1406 from reddycharan/fixreplicator, closes #1405;8c077a93e50ea844e0c39ca042ed2aa8cbd6d256
ISSUE #1390 Ensemble change on delayed write error--Error on delayed writes are dropped if the addEntry-is in complete state (ack quorum satisfied).-This change records the delayed write failure and forces-ensemble change onthe next write. This saves from having-extended under replicated status on the ledger and also-avoids unnecessary build up at PCBC channel.--Signed-off-by: Venkateswararao Jujjuri (JV) <vjujjurisalesforce.com>--Descriptions of the changes in this PR:--(PR description content here)...--Master Issue: #<master-issue-number>--Author: JV Jujjuri <vjujjuri@salesforce.com>--Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Sijie Guo <sijie@apache.org>--This closes #1395 from jvrao/bk-issue-1390-delayedWriteError, closes #1390;a26747890195549e21d48d3fee4f36251ee613d6
Refactor bookkeeper bash scripts and move dlog script to root bin directory--Descriptions of the changes in this PR:--*Motivation*--Since 4.7, we have moved bash scripts and configuration to the root directory. However the scripts and configurations for dlog and table-service modules are still in their own modules. It is inconvenient and confusing. This change mainly refactor current bookkeeper script to make it reusable for other modules.--*Code Change*--The main changes are:--- abstract the common logic in `bin/bookkeeper` to `bin/common.sh`. These common logics include:-   * common definitions on environment variables, such jvm settings, bk conf, log4j conf, classpath and such.-   * common functions can be reusable, such as find jars, add maven dependencies.-- simplify `bin/bookkeeper` and `bin/bookkeeper-cli` by reusing `bin/common.sh`-- remove `stream/distributedlog/core/bin/dlog` to `bin/dlog` and simplify it by reusing `bin/common.sh`--*Tests*--Most of the changes in this PR are tests to ensure this script refactor is done correctly.--- introduced a module `tests/scripts` for testing all the bash scripts in bookkeeper project. This module uses [shUnit2](https://github.com/kward/shunit2) for testing bash scripts. This gives a good test coverage on `bin/common.sh`.--- add a few CLI smoketests under `tests/integration/smoke` to smoke test all CLI tools, including `bin/bookkeeper shell`, `bin/bookkeeper-cli` and `bin/dlog`. This makes sure all the CLI scripts work well after refactor.--Author: Sijie Guo <sijie@apache.org>--Reviewers: Jia Zhai <None>--This closes #1407 from sijie/include_dlog_library;7446d5c5d999c88de3cf2b9a36d793295c751a91
ISSUE #1403: ArrayIndexOutOfBoundsException is thrown on readLastAddConfirmedAndEntry--Descriptions of the changes in this PR:--*Motivation*--There are two bugs in `ReadLastAddConfirmedAndEntry`:--1) a regression was introduced by #657. the long poll read op is attempting to long-poll reading lac. since lac is stored across ensemble, so the retry logic assumes it will attempt over all the bookies in the ensemble. however #657 use a `write-quorum-size` write set for tracking those attempts. this leads to ArrayIndexOutOfBoundsException reported at #1403. The integrate tests added in this PR can easily reproduce this issue.--2) there was a bug on retry logic when a ledger whose ensemble size is larger than write quorum size. when this happens, it will claim lac is not advanced prior to attempt the bookie in the ensemble. so the client will never know lac is advanced if using long poll reads on such ledgers. The integrate tests added in this PR can also catch this issue.--disclaim: twitter uses long poll reads but never uses `ensembleSize > writeQuorumSize`. so this is not a problem for dlog users.--*Solution*--- introduce a `getWriteSetForLongPoll` call that uses `ensembleSize` for building the write set. this would address problem 1)-- fix the assignment of `numEmptyResponsesAllowed`, so the long poll reads can work with `ensembleSize > writeQuorumSize`-- add integration tests for long polling reads--at the same time, also add an integration test for normal tailing reads with--Author: Sijie Guo <sijie@apache.org>--Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Jia Zhai <None>--This closes #1404 from sijie/longpoll_tests, closes #1403;92591733c8b778f63cd71a00b2c7ed2c69c41312
Use isEmpty method instead of size check--In HTTP ListLedgerService use is Empty instead of size check.--Author: Ali Ahmed <alahmed.se@gmail.com>--Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Sijie Guo <sijie@apache.org>--This closes #1371 from aahmed-se/minorRefactor;0d862fa42792301f26127addd5cc5a6a0114ce9b
Issue #1396: Export metrics in same http server--Descriptions of the changes in this PR:--*Motivation*--Currently metrics provider and http admin endpoint are isolated due to the way how things are modularized.-This requires two ports to be used, one is for metrics provider to expose metrics, while the other one is used by-http admin endpoint for expose admin endpoints.--When implementing a bookkeeper operator on k8s, it becomes confusing on managing those ports and do health checks.-It would be good to allow export metrics in same http admin endpoint if it is enabled.--*Solution*--- Introduce a method `writeAllMetrics` in stats provider to allow stats provider exporting metrics.-- Add a `MetricsService` in bookie http service and export stats provider's metrics under `/metrics` endpoint.--This fixes #1396--Master Issue: #1396--Author: Sijie Guo <sijie@apache.org>--Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Jia Zhai <None>--This closes #1399 from sijie/same_http_metrics_port, closes #1396;6a48cd580814d71f931668fd78025f70aecf485c
BP-14 forceLedger wire protocol server side implementation--Implementation of the wire protocol for the BP-14 force ledger API on bookie side--Author: Enrico Olivelli <eolivelli@apache.org>-Author: eolivelli <eolivelli@apache.org>--Reviewers: Sijie Guo <sijie@apache.org>,  Venkateswararao Jujjuri (JV) <vjujjuri@salesforce.com>--This closes #1393 from eolivelli/bp14-simple-force-ledger-proto;94c7ce0ba535181bc0fa78c4cb4cc612b1d6b773
Fix TestSmoke#testTailingReads--Descriptions of the changes in this PR:--*Motivation*--TestSmoke#testTailingReads is testing the tailing behavior at bookkeeper. However the current testing logic is a bit-problematic on checking whether the reader has caught up with the expected last add confirmed. so the read logic break-earlier before reading the expectedLastConfirmedEntry.--*Solution*--Fix the checking logic on breaking the read loop.--Author: Sijie Guo <sijie@apache.org>--Reviewers: Enrico Olivelli <eolivelli@gmail.com>--This closes #1402 from sijie/fix_integration_tests;cd71e0981dffa92edf51f9665117a30265b1cf4a
Provide a vagrantfile to launch a linux vm for running integration tests--Descriptions of the changes in this PR:--*Motivation*--Currently all bookkeeper's integration tests and bc tests are docker based and written-using arquillian framework. Due to the network issues in docker and the way how bookies-advertise themselves in the cluster, we can *ONLY* run integration tests in a linux-environment. It is inconvinient to people who is using macOS as the development environment.--*Solution*--This PR is providing a Vagrantfile to lanuch a dev vm that contains all the tools required-for running integration tests and bc tests. So people can actually debug and test integration-tests locally using a linux vm.--Author: Sijie Guo <sijie@apache.org>--Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Jia Zhai <None>--This closes #1401 from sijie/vagrant_files;eec48c4e21145c361dcbd749ab699922dfc0c68c
ISSUE #1339: Cleanup the directories created by DbLedgerStorageTest--Descriptions of the changes in this PR:--  Cleaned up the directories `dir1` and `dir2` left behind by the test `DbLedgerStorageTest`--Master Issue: #1339--Author: arunlakshman <arunmuthuravi@gmail.com>--Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Matteo Merli <mmerli@apache.org>, Sijie Guo <sijie@apache.org>--This closes #1398 from arunlakshman/issue1339, closes #1339;175c8ded8417bb50467218edcce5fc2971f0752e
BP14 - forceLedger bookie side implementation--This is the bookie side implementation of the force() API as defined in BP-14, without the wire protocol handler.-We will introduce a new RPC which allows the client to ensure that all data sent for a  given ledger is persisted durably to the bookie, this is useful for DEFERRED_SYNC writers. In this case we are simulating a regular sync'd write to the journal choosen for the ledger.--Author: Enrico Olivelli <eolivelli@apache.org>-Author: eolivelli <eolivelli@apache.org>--Reviewers: Sijie Guo <sijie@apache.org>, JV Jujjuri <vjujjuri@salesforce.com>--This closes #1375 from eolivelli/bp14-simple-forceledger;3bd411910b3651e5dcb9df44d1f77cd6f6cd0ca6
[TABLE SERVICE] a zk based storage container controller--Descriptions of the changes in this PR:--*Motivation*--The original storage container "controller" was written in helix. The helix controller's placement is kind of not assuming any properties of shared storage. however the table service is leverage bookkeeper's as its segment/log store. the table service is built in a more `stateless` way, where a storage container can be moved between servers in a much lightweight way.--Also helix codebase is a bit large, if we eventually going to eliminate zookeeper, the cost of switching it off helix will be much expensive. so this PR is introducing a simple zk based controller for assigning storage containers to servers.--*Solution*--In this zk base solution, it is comprised of 3 parts: server registration, cluster & storage controller, storage container manager.--**registration**--this solution leverages existing registration client/manager interfaces. so each storage server registers itself under `/stream/servers/available`.--**cluster & storage controller**--A storage server is elected as a the leader, which runs a ClusterController. The cluster controller reads cluster metadata from zookeeper (the cluster metadata includes like how many containers available in the cluster), and use a storage controller to compute an assignment plan as the ideal state for container assignment mapping, and then update the assignment mapping to zookeeper under `/stream/assignment`.--**storage container manager**--Each storage server runs a storage container manager, which watches the assignment plan in zookeeper. The cluster controller updates the assignment plan. Once it receives watches/updates from the assignment plan that computed by cluster controller, the storage container manager will align itself to the ideal assignment map by starting/stopping storage containers.--Author: Sijie Guo <sijie@apache.org>--Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Jia Zhai <None>--This closes #1392 from sijie/table_service_manager;8e7583b4c691dc44bb9057a2fe472a44184346a5
Enable Prometheus stats provider to use custom http container--This change enable Prometheus stats provider to:-- use an user supplied registry-- do not start internal Jetty server--The context is to run the Bookie inside a process together with a servlet container (like Apache Tomcat) and use the existing web endpoint instead of opening another http (plain) port--Author: Enrico Olivelli <eolivelli@apache.org>--Reviewers: Sijie Guo <sijie@apache.org>--This closes #1394 from eolivelli/prom-use-servlet;0ccde17214168ec1f87741d1053ef66ce2344fff
Add smoke tests for LedgerHandleAdv and TailingReads--Descriptions of the changes in this PR:--Add two tests:--- basic writes/reads with LedgerHandleAdv-- tailing reads with LedgerHandle--Author: Sijie Guo <sijie@apache.org>--Reviewers: Ivan Kelly <ivank@apache.org>, Enrico Olivelli <eolivelli@gmail.com>, Jia Zhai <None>--This closes #1389 from sijie/more_integration_tests;e77a80a74454f25ff315450bc50cf392ed3bc94f
Make bookie state manager & registration manager reusable outside of bookie--Descriptions of the changes in this PR:--*Motivation*--Since 4.6.0, we have already abstracted a pretty good interfaces around registration service and state management. Most of the classes can actually be reused for use cases that have similar service discovery and writable/readonly state transition management.--*Solution*--The change is try to cleanup `BookieStateManager` and `ZKRegistrationManager` to make them more generic and can be reused for other usage.--*Result*--Registration Interfaces and StateManager can be used outside of bookie.--Author: Sijie Guo <sijie@apache.org>--Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Jia Zhai <None>--This closes #1373 from sijie/refactor_bookie_state_manager;acb4e653428f38337af94bcb829956b44e39312d
[TABLE SERVICE] [DLOG] Fix `ConcurrentModificationException` on accessing component configuration--Descriptions of the changes in this PR:--*Motiviation*--Currently when running table service in standalone mode, it occasionally throws `ConcurrentModificationException`. Because-multiple components are sharing same underlying composite configuration. It causes the contention between copying keys and retrieving keys.--*Solution*--Change the component configuration to use a concurrent hashmap based configuration. Also changed the `loadConf` behavior to copy the keys / sub-keys-into the component configuration. This prevents components sharing same underlying composite configuration.--Author: Sijie Guo <sijie@apache.org>--Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Jia Zhai <None>--This closes #1378 from sijie/fix_conf;9134401954e860021a1a7314c55861eca0481ae6
ISSUE #1387: added unit test for LedgerHandleAdv handling of attempts to use LedgerHandle's specific API calls (add without specifying entry id)--Descriptions of the changes in this PR:--- added unit test.--Master Issue: #1387--Author: Andrey Yegorov <ayegorov@salesforce.com>--Reviewers: Sijie Guo <sijie@apache.org>, Venkateswararao Jujjuri (JV) <None>--This closes #1388 from dlg99/fix/ISSUE-1387_LedgerHandleAdv_with_nonAdv_usage, closes #1387;20e3f6c3e16e409b03d3d0fefad699c856ca3b49
Refactor EntryLogger class--Descriptions of the changes in this PR:--- Split EntryLogger class into multiple classes.-- create separate classes for EntryLogManager, EntryLoggerAllocator and EntryLogManagerForSingleEntryLog.--Author: cguttapalem <cguttapalem@salesforce.com>--Reviewers: Sijie Guo <sijie@apache.org>--This closes #1365 from reddycharan/refactorentrylogger;cf7a72b011378ac5be8e04edd35dfb97e00cedab
Fix TestCompatUpgrade--Descriptions of the changes in this PR:--*Motivation*-- #1352 update the BC tests to include newer versions, however it removes the flags that used for 4.6.0 to handle badly shutdown.- This change makes the BC tests become very flaky.--*Solution*--- apply `badlyshutdown` flag to both from 4.6.0 to 4.6.1 and from 4.6.1 to 4.6.2 upgrade--Author: Sijie Guo <sijie@apache.org>--Reviewers: Matteo Merli <mmerli@apache.org>--This closes #1386 from sijie/vagrant_files;92525c2ae30f41badb3986e3bc69de3aceb67e2d
Fix format problem of BP-32--Also mark BP-32 as accepted.--Author: Sijie Guo <sijie@apache.org>--Reviewers: Charan Reddy Guttapalem <reddycharan18@gmail.com>, Enrico Olivelli <eolivelli@gmail.com>--This closes #1383 from sijie/fix_typos;0b01c125df58dc85d5f965ce151a278d37ec6d3c
ISSUE #1384: Bump checkstyle version--Descriptions of the changes in this PR:--*Motivation*--mvn build fails on a centos/7 box. Exceptions are thrown as below:--```-[ERROR] Failed to execute goal org.apache.maven.plugins:maven-checkstyle-plugin:2.17:check (checkstyle) on project circe-checksum: Execution checkstyle of goal org.apache.maven.plugins:maven-checkstyle-plugin:2.17:check failed: An API incompatibility was encountered while executing org.apache.maven.plugins:maven-checkstyle-plugin:2.17:check: java.lang.NoSuchMethodError: org.slf4j.spi.LocationAwareLogger.log(Lorg/slf4j/Marker;Ljava/lang/String;ILjava/lang/String;Ljava/lang/Throwable;)V-```--*Solution*--The problem was addressed in https://issues.apache.org/jira/browse/MCHECKSTYLE-335. We need to bump the checkstyle plugin version to `3.0.0`--Master Issue: #1384--Author: Sijie Guo <sijie@apache.org>--Reviewers: Enrico Olivelli <eolivelli@gmail.com>--This closes #1385 from sijie/vagrant_files, closes #1384;d47efa9fcc4601228d14219275b8d450256ccca8
ZKLedgerManager.writeLedgerMetadata should return appropriate error.--Descriptions of the changes in this PR:--ZKLedgerManager.writeLedgerMetadata should return-NoSuchLedgerExistsException error in the case it-gets KeeperException.Code.NONODE rc value from ZK.-ZKLedgerManager.removeLedgerMetadata does that as well.--Author: cguttapalem <cguttapalem@salesforce.com>--Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Sijie Guo <sijie@apache.org>--This closes #1382 from reddycharan/abstractzkledgermanagerissue;7580ce9dd8449f777e35b580bb6786f12d7703bc
[TABLE SERVICE] apply backoff policy to rpc requests if storage container is not found--Descriptions of the changes in this PR:--*Motivation*--A storage container can move between servers due to failures, or it can take time to start on a server. During that short period of time, it is "unavailable" and clients will receive `Status.NOT_FOUND` from grpc channels. The client should retry on this error and attempt to re-locate the storage container again.--*Modification*--- add backoff policy in client settings-- apply the backoff policy at storage container channel. if it receives `NOT_FOUND` grpc exception, it will reset the server channel, so subsequent requests will re-attempt to relocate the storage container.--Author: Sijie Guo <sijie@apache.org>--Reviewers: Jia Zhai <None>--This closes #1379 from sijie/rpc_backoffs;843dd035b3ed8ff890bad176021319abf4871220
BP-32: Advisory (optimistic) write close--Descriptions of the changes in this PR:--initial proposal for Advisory (optimisitic) write close--Master Issue: #1343--Author: cguttapalem <cguttapalem@salesforce.com>--Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Sijie Guo <sijie@apache.org>--This closes #1374 from reddycharan/advwriteclosebp;c4af73427378312d9e7d50cc06a9523a78ecaf41
OrderedScheduler#chooseThread(key) handle null key--Descriptions of the changes in this PR:--*Motivation*--It is more convenient if OrderedScheduler#chooseThread(key) can handle null key. so the applications who is using #chooseThread don't need to worry which method to choose - `chooseThread()` vs `chooseThread(key)`.--*Solution*--in `chooseThread(key)`, fallback to randomly pickup a thread if key is null.--Author: Sijie Guo <sijie@apache.org>--Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Jia Zhai <None>--This closes #1372 from sijie/order_scheduler_null_key;1f0f92c0c0cfc0cafe0cab976d8c5fbdf34c10d3
Issue #570: Introduce EntryMemTableWithParallelFlusher--Descriptions of the changes in this PR:--This is < sub-task4  > of Issue #570--When there is going to be entrylog per ledger, then for-better utilizing the availability of multiple entrylogs,-parallel flush of entrymemtable can be done. In this-sub-task EntryMemTableWithParallelFlusher is introduced,-which uses OrderedExecutor with "numOfMemtableFlushThreads"-number of threads.--Master Issue: #570--Author: cguttapalem <cguttapalem@salesforce.com>--Reviewers: Sijie Guo <sijie@apache.org>--This closes #1358 from reddycharan/memtableparallel, closes #570;a3c141eee827c583828251756d4e52a70398b7af
ISSUE #1086 (@bug W-4146427@) Client-side backpressure in netty (Fixes: io.netty.util.internal.OutOfDirectMemoryError under continuous heavy load) (#1088)--* ISSUE #1086 (@bug W-4146427@) Client-side backpressure in netty (Fixes: io.netty.util.internal.OutOfDirectMemoryError under continuous heavy load);9c3e8c9f835781507ac833473abc39e821bdbf36
[TABLE SERVICE] Dlog based checkpoint store--*Motivation*--Currently the table range stores are using local filesystem as a checkpoint store. It is okay for running as standalone mode.-But it doesn't work to run in a distributed mode. This change is introducing a dlog based checkpoint store to make sure all-the sst files of table ranges are durably checkpointed into bookkeeper itself.--*Solution*--Introduced a dlog based checkpoint store.--Author: Sijie Guo <sijie@apache.org>--Reviewers: Jia Zhai <None>--This closes #1366 from sijie/dlog_checkpoint_manager;2edcaa60303270152991307260846c201c57d9b5
Issue #1345: entrylogger.flush should flush currentlog first.--Descriptions of the changes in this PR:--It is incorrect to call flushrotatedlogs first and-then flushcurrentlogs in the EntryLogger-(EntryLogManager) flush method. It should be other way around.--Master Issue: #1345--Author: cguttapalem <cguttapalem@salesforce.com>--Reviewers: Sijie Guo <sijie@apache.org>--This closes #1360 from reddycharan/elmflushorder, closes #1345;82ad464d3b40e0f69e55556ae15ad06f29ec5003
