message;sha
TAJO-11: Update file README to reflect Apache incubation (hyunsik);29aa091fca44e9505227e1954125708d1304b1e3
TAJO-4: Update the project site (hyunsik);40138ccfc9b74e6a60b81b500c8e56afa450d41d
TAJO-2: remove all @author tags and update license header (hyunsik);457fea185f881cf3ee69b81159d01e372815edff
TAJO-6: Rename tajo.engine.function.builtin.NewSumInt to SumInt (rsumbaly);ab60e744e4a8b1d3a6772f1221a389d3eafd968d
TAJO-1: RCFileWrapper always reads whole columns regardless of the target schema (jihoonson via hyunsik);e91cc9ebe1f586f5d40ff87665a34cae1693caa0
Limit the Protocol Buffers to use 2.4.1 version for now.;01c1262fb8867639263cea10f878f53f40ec17b0
Bump up Hadoop version to 2.0.3-alpha;3429bfee3f157ea134b8642627509a2bf5964656
Fixed typo errors in some documents.;cd44dd655fef81488e76e73f5d2dac563120a0ad
Improve descriptions in site pages and add the configuration page.;939a47f3fd452ca5bb933b5c6c1ad36abef91761
Replace Objects and BitSet of JAVA 7 with substitutes.;ad215f8ee58532885fb19d1cfb8b52f043de15aa
Merge pull request #3 from hyunsik/DOWNGRADE_JVM--Downgrade Java 1.7 to 1.6.;900336bd1f35c70109f78d67070aba75a91340ef
Downgrade Java 1.7 to 1.6.;d4baa58d864b6d861e5c1077310f99ee2fa50606
Updated the project home and repository urls.;d9a6835e926d0221a98d68c2c0d5c45d7cf4fb65
Merge pull request #2 from hyunsik/TAJO-1021--TAJO-1021: Refactor StorageManager to use reflection for scanner and app...;48e30f9728a12d1000cd023f23d92ad01379f3d7
TAJO-1021: Refactor StorageManager to use reflection for scanner and appender--https://dbserver.korea.ac.kr/jira/browse/TAJO-1021;65d74187f6587dca92be67ac3228b6791cb47627
Merge pull request #1 from hyunsik/TAJO-1020--TAJO-1020: Cleanup legacy setting parameters and TajoConf;dac07c0fcccb9d098a9d525488dc2f24bb956018
TAJO-1020: Cleanup legacy setting parameters and TajoConf--https://dbserver.korea.ac.kr/jira/browse/TAJO-1020;a31216cb6febb139e3ede2d1d730b2c064d2513f
Merge pull request #107 from hyunsik/TAJO-1019--Separate algebraic representation from LogicalNode and Implement a SQL2003 parser to support it;2418b6c9d83398c4d81a12be2ca88969a6f23f73
TAJO-1019: Implement SQL2003 parser and its analyzer to output algebraic representation--https://dbserver.korea.ac.kr/jira/browse/TAJO-1019;840591f250e6b4e5b7b40c2d37a181da55076ea3
TAJO-1018: Separate algebraic representation from LogicalNode--https://dbserver.korea.ac.kr/jira/browse/TAJO-1018;b4eeadd4ede0be82ba9b3981d45c918084f615ba
Corrected the log dir for debugging.;eb315f14959ad78dbd8df46a9a2104eac0b1b7d5
Merge pull request #102 from hyunsik/TAJO-1017--TAJO-1017: Cleanup StorageManager and its related things;b7ef44fad66092703f997cebb3a6e687a3d4df5c
Merge pull request #103 from hyunsik/UPDATE_BUILD_INSTRUCTION--Updated the build instruction.;40a2f1a359c86ba8ccec8e18975f87f3086cfd05
Merge pull request #105 from hyunsik/TAJO-952--TAJO-952: Create a homepage in github;53f13f6ee9764861ea4ac07af8f936c9b79a82e7
TAJO-952: Create a homepage in github--https://dbserver.korea.ac.kr/jira/browse/TAJO-952;40c6592d575079a1c5e143f004231ed8aaae6114
updated README file.;8c59669a148cde0a98390a65037dca4fc6db63b9
Updated the build instruction.;d321d2acc82fe3ba8cf25f8ef4460aa9cbf60ec2
TAJO-1017: Cleanup StorageManager and its related things--https://dbserver.korea.ac.kr/jira/browse/TAJO-1017;908cf2d29e3f0c48b2d04cf5662ccc7c125c2e45
Merge pull request #101 from hyunsik/TAJO-1015_PC--TAJO-1015: RCFileWrapper.Scanner's projection is incorrect;cb8a138fe5113ebcb850fea9f9379d66c9a3d102
TAJO-1015: RCFileWrapper.Scanner's projection is incorrect--https://dbserver.korea.ac.kr/jira/browse/TAJO-1015;80e6baa611dc17d7b57e348a49ad50ebffa5266e
Merge pull request #99 from hyunsik/TAJO-1013--TAJO-1013: Remove legacy classes and rename classes named temporarily;4ec7218e98add52aaf17bccaee6ddec4025ca44a
Merge pull request #98 from hyunsik/TAJO-1011--TAJO-1011: Missing 'break clause' in RCFileWrapper.Scanner;242c284c9ff707a3c1b89217074c09bf7b835d4e
Add README file.;dcb1caab85f162b64f9e4842bffdcfa832580932
TAJO-1013: Remove legacy classes and rename classes named temporarily--https://dbserver.korea.ac.kr/jira/browse/TAJO-1013;c09a4885da618f0afacf22ad4f547266b2f77856
TAJO-1011: Missing 'break clause' in RCFileWrapper.Scanner--https://dbserver.korea.ac.kr/jira/browse/TAJO-1011;4bc2e19eda69963857d63323a212a127889eee64
Merge pull request #97 from hyunsik/TAJO-1010_PC--TAJO-1010: Support the Trevni columnar storage;e55e067aeb1025e924886f636027870eed463a24
TAJO-1010: Support the Trevni columnar storage--https://dbserver.korea.ac.kr/jira/browse/TAJO-1010;b6914fcd095336f09e84723039e21c480cf3c8a1
Merge pull request #96 from hyunsik/TAJO-927--TAJO-927: Implement ETL feature to load external data onto Tajo storage ...;3970d84f3379055145ca8d90b0f5193a9d40c4a2
TAJO-927: Implement ETL feature to load external data onto Tajo storage system--https://dbserver.korea.ac.kr/jira/browse/TAJO-927;50e84117468a939fda753d9afc892c69b9d40a2e
Merge pull request #95 from hyunsik/TAJO-1009_PC--TAJO-1009: Improve CREATE TABLE statement for ETL;702f76f4238f627dc7d4f282d87abb475b651b26
TAJO-1009: Improve CREATE TABLE statement for ETL--https://dbserver.korea.ac.kr/jira/browse/TAJO-1009;7c3b2a3912352738d441b968a87f6af165075b7a
Removed a deprecated README file.;ba260441ef004ed8ba31a9cf86c0fdf63f216f6b
Merge pull request #94 from hyunsik/TAJO-1008--TAJO-1008: Implement a parser rule for an etl statement.;bc603581437e2b0fbc839aebf908b3606daaab2c
TAJO-1008: Implement a parser rule for an etl statement.--https://dbserver.korea.ac.kr/jira/browse/TAJO-1008;61f8e97a325a8182321f80160bded39a44b36b22
Merge pull request #93 from hyunsik/TAJO-1007--TAJO-1007: Resource starvation during the integrating unit test;15a224520cf33360e882a878ae5433de9e943e31
TAJO-1007: Resource starvation during the integrating unit test--https://dbserver.korea.ac.kr/jira/browse/TAJO-1007;ade33a4a8b84c6a7e619aec4d18d309052b16c5c
Merge pull request #92 from hyunsik/TAJO-1006--TAJO-1006: Measuring the query execution time;0173002e990373936c94fd8c370ec5b2f12615a8
TAJO-1006: Measuring the query execution time--https://dbserver.korea.ac.kr/jira/browse/TAJO-1006;c5ffb7c63d301371672ae3caa1b0fe06ecf5e75f
Merge pull request #91 from hyunsik/ADJUST_PARAM--Adjusted the default parameters for experiments;4b3e03d6d7665bc7bb884afb923ef0c3acf7d5f3
Adjusted the default parameters for experiments;884471b04294d72af8f973c004cd1b962161a65b
Merge pull request #90 from hyunsik/Q6_WORKAROUND--Fixed NPE bugs of Repartitioner;f0eabf02aa555b9999d1215aaf4940fa8ea507a2
Fixed NPE bugs of Repartitioner.;128d9c8904f5b1541575320a8f7309c5e4e67192
Merge pull request #89 from hyunsik/TAJO-1005_PC--TAJO-1005: SubQuery requests more containers than available containers i...;5b33b87c38a536949920c1955a9bb26e16c1e9c8
TAJO-1005: SubQuery requests more containers than available containers in cluster--https://dbserver.korea.ac.kr/jira/browse/TAJO-1005;1a51c18af437872cf83e7fdbf53fc7650fa64092
Merge pull request #88 from hyunsik/TAJO-1003--TAJO-1003: Resource leak bug in RMContainerAllocator;c77f1f96723784e8cadfc7537a1ce5b42c45f51e
TAJO-1003: Resource leak bug in RMContainerAllocator--https://dbserver.korea.ac.kr/jira/browse/TAJO-1003;e1f6a45f8bb35b53bec13f6c6143dff8dabfab0f
Merge pull request #87 from hyunsik/TAJO-1002--TAJO-1002: Implement a way to determine the number of non-leaf tasks;1b5ea8934b73ed7f23c40e4af491c72b4a206eb5
TAJO-1002: Implement a way to determine the number of non-leaf tasks--https://dbserver.korea.ac.kr/jira/browse/TAJO-1002;ca39d9f29039b2f4865d73191c82d7dbacde9413
Merge pull request #85 from hyunsik/add_license--Add license files.;310f1ffc9cfbd9c491d46f0c237b8d3563be32d9
Merge pull request #84 from hyunsik/issue_84--DDL statements cause NPE;109d0c64b15f7af6a6545380c3e3d7ca50e6262e
Add license files.;fa794ce1a8c541f8e968a857e93d6c997ac89b10
#84 - DDL statements cause NPE;48a833f3ef349da6074994d509c4da1d32a1e767
Merge pull request #83 from hyunsik/TAJO-1000--TAJO-1000: Improve Repartitioner for join queries;4f70ea468b3895a0724bb39fdc5e21c24174cfa7
TAJO-1000: Improve Repartitioner for join queries;18b9b933bc7a2ffc0bcaff27847fe21ae32fc2dd
Merge pull request #82 from hyunsik/TAJO-999--TAJO-999: testRangeToQueryHeavyTest in TestTupleUtil causes AssertionErr...;2a8ab237270293f9ef56b4d015d7625d6d8dd180
TAJO-999: testRangeToQueryHeavyTest in TestTupleUtil causes AssertionError;99aab1fd2397749af5d3637dc63e5a6a7e84b0d6
Merge pull request #81 from hyunsik/TAJO-997--TAJO-997: When multiple paths in tajo.task.localdir, PullServerAuxServic...;344185522ee9de71354f69cc0fda2316c48b0fca
TAJO-997: When multiple paths in tajo.task.localdir, PullServerAuxService causes FileNotFound;2c42b4c6f8cbadc33fa42fd8a04ee7f3a6293248
Merge pull request #80 from hyunsik/TAJO-996_2--TAJO-996: the distributed sorting leads to inexact results.;31254f07da4d1fea229c7bb37f506ff6b7465954
TAJO-996: the distributed sorting leads to inexact results.;bee01edd07ee0fa4a7e5fbec1e51e52689d851a7
Merge pull request #79 from hyunsik/TAJO-995--TAJO-995: PullServerAuxService incurs IllegalArgumentException;176d648f40b9c730980172a6af42756a82a803b3
TAJO-995: PullServerAuxService incurs IllegalArgumentException;b42f64df711f95ef64e3ee12fa809f46b6155488
Merge pull request #78 from hyunsik/YARN_MERGED--TAJO-835: Port Tajo to Yarn;66b524f81900b97b0c0c4635765b214cc68e9963
TAJO-835: Port Tajo to Yarn;fc1ec1860e85a94d1e24c0e44954a0176b1aee70
Merge pull request #77 from jihoonson/TAJO-994--TAJO-994: Change the directory structure of HCFile, TAJO-993: HCFile bug...;c92e00d3ba98b311704fd9a406203f1ce66e4453
Merge pull request #76 from jihoonson/TAJO-992--TAJO-992: RowFile bug of ignoring the file length;e557b8000281470417d5fc310f6e5d5c9d5b01c8
Merge pull request #75 from jihoonson/TAJO-991--TAJO-991: Missing String2 type handler;b70a634c3a7740f562b6a0daff400e336ee68d0a
TAJO-994: Change the directory structure of HCFile, TAJO-993: HCFile bug of wrong calculation of total number of records;edf728212d07c090043b7deb541a37a1747cf890
TAJO-992: RowFile bug of ignoring the file length;4292d0785cc68b4c27fd372d0c1b6162ca00cbf0
TAJO-991: Missing String2 type handler;4453277202d4cd6567f0a402c05ef60055355dad
Merge pull request #74 from jihoonson/TAJO-990--TAJO-990: HCFileTest incurs file not found error;9e97811b5d659e7baa96bfcb5d1d420dcbf0c14f
Merge pull request #73 from hyunsik/TAJO-989--TAJO-989: BSTIndex file should include the key schema and its comparator...;79f158195fe1e85e7e55b3484a9ec672dbfd8979
TAJO-990: HCFileTest incurs file not found error;66ae6ffbbacd246605f93aba029c8f06c9aaff10
TAJO-989: BSTIndex file should include the key schema and its comparator meta;9f990a2c18c661e5fcddcfad7793fd5e83677fa4
Merge pull request #72 from jihoonson/TAJO-979_6--TAJO-979: Implement a novel columnar file format;d00225e4b1a81a96b9ac5c830db5f7a38cdd98cb
TAJO-979: Implement a novel columnar file format;fe9c622ea49032ac8b25cc3648535e58636e063c
Merge pull request #67 from jihoonson/TAJO-987--TAJO-987: Implement StringDatum2 which maintains only the byte array;756f4bc3f7f7c46872e130b572f642f675acb9ed
TAJO-987: Implement StringDatum2 which maintains only the byte array;fd1ecd82c18ac661cb89a5b7af546744f85bbf4f
Merge pull request #66 from jihoonson/TAJO-986--TAJO-986: Reimplement the RowFile using ByteBuffer;7d27807b8c9ebe1092a799672ecaa005e7cfe5d0
TAJO-986: Reimplement the RowFile using ByteBuffer;491c54927a4dacb2299923fe3f35a8ead99e445d
Merge pull request #65 from hyunsik/TAJO-985--TAJO-985: Add test-jar entry to pom.xml;655fcd746ab96b834928bea2c1b358520282200e
TAJO-985: Add test-jar entry to pom.xml;ca0d1e97e60a57428227e598f16e7e1c703bd7d4
Merge pull request #64 from jihoonson/TAJO-984--TAJO-984: Upgrade the hadoop version to 2.0.2-alpha;eb36584006fb044805d775fb8fbaec04adfa0b2e
TAJO-984: Upgrade the hadoop version to 2.0.2-alpha;e42efddfd823765263fe9fcfb5a81589c93969e5
Fixed WAIT_PERIOD to 3000 sec.;11132b65c1d2d41395cad3f97522878779bf7643
Merge pull request #63 from jihoonson/TAJO-974_2--TAJO-974: TestFaultTolerance assertion error;17385017b8b1873c20d959cdd971de25efd84311
Merge pull request #62 from jihoonson/TAJO-973_2--TAJO-973: The GlobalPlanner should consider the order of the sort query;49ba5f325a9821be1d06d474b5a96bc6f73696b0
TAJO-974: TestFaultTolerance assertion error;4ca4dde88ff7d42f82bb26bbe2eed3b16ff2cf9c
TAJO-973: The GlobalPlanner should consider the order of the sort query;20a56397905390e8f5368075ec1f9e1802d03558
Merge pull request #61 from jihoonson/TAJO-971_2--TAJO-971: Decreasing the wait period of the SubQueryExecutor may reduce ...;08547d49f2803f5285c410aa1c6bdba826a60f44
Merge pull request #60 from jihoonson/TAJO-970_2--TAJO-970: One sort spec should be allowed at CreateIndexStmt.setSortSpec...;c3524c855b1f32fc55b8c28a0edf093d1f424e21
Merge pull request #59 from jihoonson/TAJO-968_2--TAJO-968: Result files of the sort query should be read by the lexicogra...;9aadf66bfd9d78504a4b2d60e21d613319d5ef24
Merge pull request #57 from jihoonson/TAJO-961_2--TAJO-961: Some functions does not added to the CatalogServer;4e2907d3baf8b7556d4e9cb962f3ee63d73fd05b
TAJO-971: Decreasing the wait period of the SubQueryExecutor may reduce the response time;83f299a9a3900b3ad60ce52306144daffda009e1
TAJO-970: One sort spec should be allowed at CreateIndexStmt.setSortSpecs();e04845138cafd53fb591a4612df3a88b25ebabd8
TAJO-968: Result files of the sort query should be read by the lexicographical order;f26bad323e406b518f86bf377d9bc50e83d600cb
TAJO-961: Some functions does not added to the CatalogServer;63bef882f9e9c4382900de815dc55cc553ec0632
Merge pull request #56 from jihoonson/TAJO-960_2--TAJO-960: NPE occurs when a subquery does not have any query units;70b34e53039f5267607529dbdd9662450af48b66
Merge pull request #55 from jihoonson/TAJO-957_2--TAJO-957: Add GeoIP UDFs, country and in_country;13f980423bbc626bfc0bb52c34960b5deaab7b03
Merge pull request #54 from jihoonson/TAJO-956_3--TAJO-956 Add new built in UDFs, date and today;25978be9f76b1e779469a45c8f0e3dce0301617a
TAJO-960: NPE occurs when a subquery does not have any query units;a3a0801bba89930a9e9de9c2fe907fcbd8bea410
TAJO-957: Add GeoIP UDFs, country and in_country;c97adb80b15e32f890b8a48efece31287ad29b2b
TAJO-956 Add new built in UDFs, date and today;4f67648fa3751f05317a7f52169a0247c592fe1a
Merge pull request #50 from hyunsik/TAJO-969--TAJO-969: Distributed Sort cannot sort data in an descending order;7f3a05cfe9203bc59665f23c7ee6844441fa5e5b
TAJO-969: Distributed Sort cannot sort data in an descending order;d03c36ec28d2ee87f2395a493527c2d7f9774e17
Merge pull request #39 from hyunsik/TAJO-967--TAJO-967: RawFile.Appender does not skip null column;a003790dd21e285a1001e277f7d6418fb1be0a38
TAJO-967: RawFile.Appender does not skip null column;d542bb3965d9a49d8ce14dbc2259cd615edd5b72
Merge pull request #35 from hyunsik/TAJO-697_FIXED_MASTER--TAJO-697: Implement the Limit Executor (missing LimitExec.java);58fbaf5efb708bb5fe339863206b583d924aaacc
TAJO-697: Implement the Limit Executor (missing LimitExec.java);2e4e1206fa0e1e7ae043d887f446f5bca1421ef2
Merge pull request #33 from hyunsik/TAJO-964--TAJO-964: Separate the unit tests for null values from other tests;db7cd8219d82440fce9cdd5305e6245d8fdcb6dc
TAJO-964: Separate the unit tests for null values from other tests;982232af13700e0361a5372bcc6ceca3f2d4dee6
Merge pull request #31 from hyunsik/TAJO-697--TAJO-694: Implement the Limit Executor;672252205fafd17e9f024503bfb7c6424d4663c3
TAJO-694: Implement the Limit Executor;98c51a2510681b2e165d5a820bb889c8005007c9
Merge pull request #25 from hyunsik/TAJO-959_to_master--TAJO-959: AvgDouble and AvgInt incurs 'cast exception';dc0645bb8341c0ab32df5c00f1ea8a6323861a3d
Merge pull request #22 from hyunsik/TAJO-696--TAJO-696: Add Limit Plan to LogicalPlanner;89d0ab6e3c1567e490240f944c2fe8c5f578d781
TAJO-959: AvgDouble and AvgInt incurs 'cast exception';675e25048b4e745bf47469e911d17a848c211400
TAJO-696: Add Limit Plan to LogicalPlanner;32507db37def9cd8ef26f11b4b450a3af69fa36e
TAJO-695: Add Limit Clause to TQL Parse;fec318bb334ebf9fc1f8e2a32d37727982156a3c
Merge pull request #15 from jihoonson/TAJO-955--TAJO-955: Dangling task problem;61a60e292910e002748ba0c744af1635bbc64386
TAJO-955: Dangling task problem;375ba738d5b87474ce04d1817b4ecbd0713d60d7
Merge pull request #14 from jihoonson/TAJO-954--TAJO-954: Clearing maps and sets in HashAggregateExec.close() and Aggreg...;1980ed4c1c4cad4d3c9918d0c2748be16212c3a3
Merge pull request #13 from jihoonson/TAJO-953--TAJO-953: Improvement of updating resource information;28e80b8a328fb44632169a15fab2989c378452f9
TAJO-954: Clearing maps and sets in HashAggregateExec.close() and AggregationExec.close() for reducing the GC overhead;3acdec19c9fae4b4d8e40132c4e2a6ed8308a7dc
TAJO-953: Improvement of updating resource information;d23a9ea03772119eeee21a8f9486131bba2bd3f0
Merge pull request #12 from jihoonson/TAJO-950--TAJO-950: When a query includes a create table statement with a select s...;c2dba95fde70fbbb31b8b31c5fe36d685b24e03d
TAJO-950: When a query includes a create table statement with a select statement, the ClassCastException occurs;66e2d5aa0461c4fc7e6f04d3fcbca7ab6c450285
Merge pull request #11 from hyunsik/TAJO-935--TAJO-935: Add the apache license and remove author tags from rpc package;d897619fec81a8243a5666f6501a88263be79093
TAJO-935: Add the apache license and remove author tags from rpc package;820143f02c84531e60a58f63c755a5d375931f46
Merge pull request #10 from hyunsik/TAJO-949--TAJO-949: Convert unittest in scala to java code and remove scala depend...;3e9af71068a20f441f45119d398d15d7098ae02b
Merge pull request #9 from hyunsik/TAJO-948--TAJO-948: SetStmt should have table references of subqueries;66d6e2a4155af42c28248e65cb0bdda2d14942d7
TAJO-948: SetStmt should have table references of subqueries;ede36a80f8ef2680d904c8d476004e833abbaff2
TAJO-949: Convert unittest in scala to java code and remove scala dependency;c2fa0406c0b7228a7a9f4d11683316e60f1614be
Merge pull request #7 from hyunsik/TAJO-946--TAJO-946: UniformRangePartition leads to out of range partitions;65f00a942dbaf43ac3162aba4a539e06105a45f2
Merge pull request #8 from jihoonson/TAJO-947--TAJO-947: Remove unnecessary logs from the WorkerListener;9ab8c93c328280bc4e7b38d79ea7ca0d7c4984c5
TAJO-947: Remove unnecessary logs from the WorkerListener;e3c0866e36fc0a12aad33d5a5006db877b37eca1
TAJO-946: UniformRangePartition leads to out of range partitions;6b7f3f7fcd97c5da25d00feb476dd6527963ef88
Merge pull request #6 from hyunsik/TAJO-943--TAJO-943: ExternalSortExec shoud use RawFile as intermediate file format;035fbc2d68d188023fad45cbe949058af932a903
TAJO-943: ExternalSortExec shoud use RawFile as intermediate file format;e4ab08800758d9f8508ecceab9e66f8d505469e0
Merge pull request #4 from hyunsik/TAJO-942--TAJO-942: Add RawFile Format;63c14fc16a1769428923f09f6fca6938b4c86f76
TAJO-942: Add RawFile Format;7855b6e596406ff8be150db9623348355bc25307
Merge pull request #3 from jihoonson/TAJO-897--TAJO-897: A status change bug of tasks;531fe8ab75d638a88a38eb4bf8897059e2dcf75e
TAJO-897: A status change bug of tasks;27896f5e3fa5ce5463ed7d15817b885771c6bd63
Merge pull request #2 from jihoonson/TAJO-940--TAJO-940: SingleFileScanner와 CSVScanner�? 현재 offset�?� 얻는 getPos() 함수 추가;56f3b7e4fece8c814c78558e661db4087695bbbf
TAJO-940: SingleFileScanner와 CSVScanner�? 현재 offset�?� 얻는 getPos() 함수 추가;2b1ece5b58ea325e8988bccc01a7f00829687a2a
TAJO-939: Rename SingleCSVFile to CSVFile, RawFile2 to RowFile;2d2e99e508ee5ae89e5f287e6e472ec5f425b57e
TAJO-938: Refactor LeafServer and its related stuff (fixed scripts bugs);d112537e08f41e759c548d7500e3b76c5a45b757
Merge pull request #1 from hyunsik/TAJO-938_2--TAJO-938: Refactor LeafServer and its related stuff;b7f717bfd780807a4a512575ac8d534b1ccc5d1d
TAJO-938: Refactor LeafServer and its related stuff;7da1074e08fad9acf462ae3115367658a80926a1
Merge pull request #1 from byungnam/TAJO-937--TAJO-937 : fis.read() bug fix in SingleCSVFile;7dee01cb0cca2684d6985f8711c90284672fb6df
TAJO-937 : fis.read() bug fix in SingleCSVFile;998290a7515bdae1cd01687d40f21d01e5ad0463
TAJO-931: Refactoring GlobalEngine--Change-Id: I6cd4edec9bebca42680de46e4f7d8651f19df9a9-Reviewed-on: https://dbserver.korea.ac.kr/reviews/348-Tested-by:  Jenkins <build@dbserver.korea.ac.kr>-Reviewed-by: Hyunsik Choi <hyunsik.choi@gmail.com>;d86b34f44618d57aa8758eebc8c7e466ce372b9a
TAJO-932: Refactoring the hierarchy of Query--Change-Id: I9d1ba794933535113a3ae3f6ea3a9d84d3e0d955-Reviewed-on: https://dbserver.korea.ac.kr/reviews/352-Tested-by:  Jenkins <build@dbserver.korea.ac.kr>-Reviewed-by: Hyunsik Choi <hyunsik.choi@gmail.com>;a54ca852b1c12272e77f57830ef8c0e9b8a76c02
TAJO-936: Rename proto files and eliminate obsolete classes and tests--Change-Id: Ia118cb410b386f062f0c927d0ea56681021934d0-Reviewed-on: https://dbserver.korea.ac.kr/reviews/350-Tested-by:  Jenkins <build@dbserver.korea.ac.kr>-Reviewed-by: Hyunsik Choi <hyunsik.choi@gmail.com>;1b0d34ec149186579bb8eb82e9514fdf6a75e2a5
TAJO-933: Add the apache license and remove author tags from common package--Change-Id: I7cf3db4cf556f49a0b73d0ed8c8a20d602613acf-Reviewed-on: https://dbserver.korea.ac.kr/reviews/349-Tested-by:  Jenkins <build@dbserver.korea.ac.kr>-Reviewed-by: Hyunsik Choi <hyunsik.choi@gmail.com>;57cfcdb263ac729ac102bf7bbc06cdb139161380
TAJO-929: Refactoring PhysicalExec to have two types Unary and Binary--Change-Id: I5b53d1befbc0c72c653a7187a0b22edfbabc65c1-Reviewed-on: https://dbserver.korea.ac.kr/reviews/347-Tested-by:  Jenkins <build@dbserver.korea.ac.kr>-Reviewed-by: Hyunsik Choi <hyunsik.choi@gmail.com>;4d83e48737c43ca0c7eaacc31b813ff86a29bdf6
TAJO-928: Refactoring QueryAnalyzer and LogicalPlanner--Change-Id: Ifbffb904ccf747eb9ca695db417987c99b7a054d-Reviewed-on: https://dbserver.korea.ac.kr/reviews/346-Tested-by:  Jenkins <build@dbserver.korea.ac.kr>-Reviewed-by: Hyunsik Choi <hyunsik.choi@gmail.com>;c0125ab3b05896eab911c449b36f615443a85970
TAJO-926: Adopt RCFile of Hive to the storage system--Change-Id: Iee27740a502fc41b209b36c8e99bacd49f2eddb4-Reviewed-on: https://dbserver.korea.ac.kr/reviews/345-Tested-by:  Jenkins <build@dbserver.korea.ac.kr>-Reviewed-by: Hyunsik Choi <hyunsik.choi@gmail.com>;680b6b73001ba1828690ed28de299d5931dfa517
TAJO-925: Separate SubQueryId into SubQueryId and SubQueryIdPBImpl--Change-Id: I37787b7b87c8e52d66391c6d1aee9b3476ea2c4a-Reviewed-on: https://dbserver.korea.ac.kr/reviews/344-Tested-by:  Jenkins <build@dbserver.korea.ac.kr>-Reviewed-by: Hyunsik Choi <hyunsik.choi@gmail.com>;264025c56b1860b5be0e27b005b3384d4bc6cb88
TAJO-924: Change QueryId to include ApplicationId of Yarn--Change-Id: Ib394db1340c166a11e0d573c71e783100b7a1039-Reviewed-on: https://dbserver.korea.ac.kr/reviews/343-Tested-by:  Jenkins <build@dbserver.korea.ac.kr>-Reviewed-by: Hyunsik Choi <hyunsik.choi@gmail.com>;598f4dcd9454c231aba03c6b4300ea0812faf96d
TAJO-923: Refactor the package tree and rename obsolete prefix "TAJO".--Change-Id: I92f2dfaf6443dbc395cc11203db5653a3b3c6874-Reviewed-on: https://dbserver.korea.ac.kr/reviews/342-Tested-by:  Jenkins <build@dbserver.korea.ac.kr>-Reviewed-by: Hyunsik Choi <hyunsik.choi@gmail.com>;9daef58adf223c3d56f508e90436120ddcdef2b8
TAJO-922: Update Hadoop version of pom.xml to 2.0.1-SNAPSHOT--Change-Id: I4b32eb1f3aeaebcfd3a7353106fcd9fcea8d6c70-Reviewed-on: https://dbserver.korea.ac.kr/reviews/341-Tested-by:  Jenkins <build@dbserver.korea.ac.kr>-Reviewed-by: Hyunsik Choi <hyunsik.choi@gmail.com>;b3a7e141f5c2eb565fc5136627c28085841da028
TAJO-911: Implement TajoConf that integrates NtaConf and NConstants--Change-Id: Id0968cba149481dc17d044622db9d09ef7e08e46-Reviewed-on: https://dbserver.korea.ac.kr/reviews/340-Tested-by:  Jenkins <build@dbserver.korea.ac.kr>-Reviewed-by: Hyunsik Choi <hyunsik.choi@gmail.com>;e85db3471e9e98e21e6bf94aa1f2b38daa05720b
TAJO-921: Changed the class names of the rpc package--Change-Id: I83cb3ec2239f8323656a51011e6345dd14cf3963-Reviewed-on: https://dbserver.korea.ac.kr/reviews/339-Tested-by:  Jenkins <build@dbserver.korea.ac.kr>-Reviewed-by: Hyunsik Choi <hyunsik.choi@gmail.com>;8a0a73bcef3b3f72bcada1c4bb6329860862c614
TAJO-920: Removed deprecated and unused classes--Change-Id: Ib57f282b533f37118fe530117c95390076930054;062b87e98f892f0385f63ea42bed8571881f35d4
TAJO-919: Change the prefix Nta of classes to Tajo--Change-Id: I071a209571684b6a8eb422a666884e8e8ce9e6dd-Reviewed-on: https://dbserver.korea.ac.kr/reviews/338-Tested-by:  Jenkins <build@dbserver.korea.ac.kr>-Reviewed-by: Hyunsik Choi <hyunsik.choi@gmail.com>;835aed5b683ffa13c37eb0e033cb5287ca55d41a
TAJO-918 Change the prefix of package names from 'nta' to 'tajo'.--Change-Id: I9e279d5fbda1c60263f8d383b13e00556c143081-Reviewed-on: https://dbserver.korea.ac.kr/reviews/337-Tested-by:  Jenkins <build@dbserver.korea.ac.kr>-Reviewed-by: Hyunsik Choi <hyunsik.choi@gmail.com>;9b4e716b22de3dc9676caca1885108b4d2d94d24
TAJO-916 Bump up the version from 0.1.6 to 0.1.7.--Change-Id: Ibcf33712462483aa2a121e1f6eb886994eb6f306-Reviewed-on: https://dbserver.korea.ac.kr/reviews/336-Tested-by:  Jenkins <build@dbserver.korea.ac.kr>-Reviewed-by: Hyunsik Choi <hyunsik.choi@gmail.com>;b286e9fef17aad71882f279daa9839acba203fe4
TAJO-915: The base JVM version should be changed from 1.6 to 1.7--Change-Id: I066366fdc4d8406ac7225a8afa10f658353ba628-Reviewed-on: https://dbserver.korea.ac.kr/reviews/335-Tested-by:  Jenkins <build@dbserver.korea.ac.kr>-Reviewed-by: Hyunsik Choi <hyunsik.choi@gmail.com>;a870180c454b157a6c78c1b7a0cb4c1d3eacecf8
TAJO-914: Enabling PhysicalPlanner to choose physical operator according to the relation size--Change-Id: Ic764fc28603c36eaea00e20257d508922d7a952f-Reviewed-on: https://dbserver.korea.ac.kr/reviews/334-Tested-by:  Jenkins <build@dbserver.korea.ac.kr>-Reviewed-by: Hyunsik Choi <hyunsik.choi@gmail.com>;f39b15503df203b16f29f741db06dc4a8d631994
